file: data/0052503c-2849-4f41-ab51-db382103690c.wav
compressed_file_path: data/0052503c-2849-4f41-ab51-db382103690c.wav.brainwire
         21811696 function calls (21789927 primitive calls) in 9.685 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
        1    0.000    0.000    0.000    0.000 ops.py:560(BaseGrouper)
       19    0.000    0.000    0.000    0.000 _continuous_distns.py:9718(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3569(erlang_gen)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
        2    0.000    0.000    0.000    0.000 function_base.py:5563(append)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
       63    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       51    0.000    0.000    0.000    0.000 __init__.py:470(_parse_letter_version)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
       27    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:865(sort)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        2    0.000    0.000    0.000    0.000 _cobyla_py.py:31(synchronized)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:336(Version)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        3    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       10    0.000    0.000    0.000    0.000 dtypes.py:2093(__init__)
        1    0.000    0.000    0.000    0.000 _mio5.py:512(VarWriter5)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        2    0.000    0.000    0.000    0.000 type_check.py:25(mintypecode)
        1    0.000    0.000    0.000    0.000 tarfile.py:844(TarInfo)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
       14    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3909(<lambda>)
        1    0.000    0.000    0.000    0.000 sql.py:1602(SQLDatabase)
       16    0.000    0.000    0.000    0.000 warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
       20    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
       56    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _wavelets.py:1(<module>)
       27    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:112(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
      108    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:293(RK45)
       23    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 _polyint.py:135(_set_dtype)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
       37    0.000    0.000    0.000    0.000 enum.py:1249(value)
        2    0.000    0.000    0.000    0.000 argparse.py:2465(_get_values)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        1    0.000    0.000    0.000    0.000 getlimits.py:612(tiny)
        1    0.000    0.000    0.000    0.000 _interpolate.py:416(fill_value)
        1    0.000    0.000    0.000    0.000 __init__.py:121(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10162(truncpareto_gen)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2979(prod)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        7    0.000    0.000    0.000    0.000 enum.py:918(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <frozen os>:716(setdefault)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        4    0.000    0.000    0.000    0.000 __init__.py:511(cast)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       26    0.000    0.000    0.000    0.000 _testutils.py:85(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2421(all)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 _waveforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
       51    0.000    0.000    0.000    0.000 util.py:36(doc)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1547(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:192(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6158(logistic_gen)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
        1    0.000    0.000    0.000    0.000 argparse.py:1149(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6394(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7859(pareto_gen)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
        1    0.000    0.000    0.000    0.000 _backend.py:51(set_global_backend)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4204(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _stats_py.py:9362(QuantileTestResult)
        5    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 __init__.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:39(_reset)
       28    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 numpy_.py:48(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 _ode.py:1241(lsoda)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
       12    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
        4    0.000    0.000    0.000    0.000 function_base.py:1804(trim_zeros)
        1    0.000    0.000    0.000    0.000 _qmvnt.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _mio5_params.py:184(_convert_codecs)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4283(halfcauchy_gen)
        2    0.000    0.000    0.000    0.000 enum.py:1751(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1008(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
       17    0.000    0.000    0.000    0.000 typing.py:2856(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mmio.py:246(MMFile)
        1    0.000    0.000    0.000    0.000 string_arrow.py:82(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
       32    0.000    0.000    0.000    0.000 arraypad.py:109(<genexpr>)
        1    0.000    0.000    0.000    0.000 _realtransforms_backend.py:1(<module>)
      164    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4376(halflogistic_gen)
       77    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 _dok.py:18(_dok_base)
       18    0.000    0.000    0.000    0.000 _data.py:148(_create_method)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
       43    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 pydoc.py:565(HTMLDoc)
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spline.py:1(<module>)
       32    0.000    0.000    0.000    0.000 arraypad.py:33(_slice_at_axis)
       63    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 wavfile.py:320(_read_fmt_chunk)
        1    0.000    0.000    0.000    0.000 _shgo.py:486(SHGO)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
       50    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
       16    0.000    0.000    0.000    0.000 arraypad.py:58(_view_roi)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:163(OpenBLASController)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:668(rv_generic)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _parser.py:258(getwhile)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       77    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 lapack.py:1013(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:362(HBMatrixType)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:338(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 numeric.py:841(outer)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
       32    0.000    0.000    0.000    0.000 arraypad.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _coo.py:24(_coo_base)
       56    0.000    0.000    0.000    0.000 accessors.py:169(<lambda>)
        6    0.000    0.000    0.000    0.000 argparse.py:1594(_pop_action_class)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:646(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _survival.py:20(EmpiricalDistributionFunction)
       16    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 apply.py:1240(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 blocks.py:164(maybe_split)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:128(EnergyState)
       76    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:143(_munge_whitespace)
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 distance.py:1855(<dictcomp>)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3627(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:26(set_shapes)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
        1    0.000    0.000    0.000    0.000 managers.py:108(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 pytables.py:485(HDFStore)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10545(uniform_gen)
        2    0.000    0.000    0.000    0.000 enum.py:650(<listcomp>)
       30    0.000    0.000    0.000    0.000 enum.py:796(<genexpr>)
        1    0.000    0.000    0.000    0.000 sql.py:2642(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 inspect.py:786(_finddoc)
       34    0.000    0.000    0.000    0.000 typing.py:2880(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        2    0.000    0.000    0.000    0.000 textwrap.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 distance.py:1667(MetricInfo)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:95(take)
        7    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        6    0.000    0.000    0.000    0.000 argparse.py:841(__init__)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 multi.py:208(names_compat)
        1    0.000    0.000    0.000    0.000 sql.py:2089(ADBCDatabase)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 pytables.py:2359(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:3342(Table)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:290(__getattr__)
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rgi.py:53(RegularGridInterpolator)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        8    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1615(TarFile)
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1737(DatelikeOps)
        1    0.000    0.000    0.000    0.000 _backend.py:327(set_global_backend)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
       37    0.000    0.000    0.000    0.000 typing.py:2050(<genexpr>)
       65    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _arrow_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 accessors.py:151(ArrowTemporalProperties)
       15    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
       15    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
       19    0.000    0.000    0.000    0.000 datetimes.py:124(_field_accessor)
        1    0.000    0.000    0.000    0.000 _fft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 object_array.py:35(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
       14    0.000    0.000    0.000    0.000 argparse.py:1394(_registry_get)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(EABackedBlock)
        1    0.000    0.000    0.000    0.000 _bsplines.py:68(BSpline)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5354(random_table_gen)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        6    0.000    0.000    0.000    0.000 numeric.py:1380(<listcomp>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:72(LibController)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 base.py:264(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 _constraints.py:17(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 pytables.py:2674(Fixed)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 argparse.py:984(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:432(base_version)
       10    0.000    0.000    0.000    0.000 __init__.py:149(__lt__)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1643(rv_continuous)
        1    0.000    0.000    0.000    0.000 qmc.py:1(<module>)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        3    0.000    0.000    0.000    0.000 argparse.py:926(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 _covariance.py:11(Covariance)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
       23    0.000    0.000    0.000    0.000 config.py:886(inner)
        1    0.000    0.000    0.000    0.000 typing.py:1672(__repr__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        2    0.000    0.000    0.000    0.000 series.py:233(_coerce_method)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       53    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       29    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 info.py:359(_BaseInfo)
        2    0.000    0.000    0.000    0.000 _parser.py:1008(addgroup)
        1    0.000    0.000    0.000    0.000 pytables.py:2846(GenericFixed)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 typing.py:2959(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
        1    0.000    0.000    0.000    0.000 sysconfig.py:456(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:729(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1221(StateSpace)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 _netcdf.py:808(netcdf_variable)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:508(DifferentialEvolutionSolver)
